"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","success","stimulus","button_pressed","adj_rew","choice","del_rew","del_m","last_ask"
"22033.200000047684","{""Nome"":""control_ts"",""Cognome"":""30_A_pre""}","survey-text","0","22056","0.0-0.0","","","","","","","",""
"","","fullscreen","1","29610","0.0-1.0","true","","","","","","",""
"2497.2000000476837","","html-button-response","2","32110","0.0-2.0-0.0","","<p>Scegli il premio:</p>","0","5000","0","10000","120","false"
"5302","","html-button-response","3","37413","0.0-2.0-1.0","","<p>Scegli il premio:</p>","0","7500","0","10000","120","false"
"3938.100000023842","","html-button-response","4","41352","0.0-2.0-2.0","","<p>Scegli il premio:</p>","0","8750","0","10000","120","false"
"5080.700000047684","","html-button-response","5","46435","0.0-2.0-3.0","","<p>Scegli il premio:</p>","1","9375","0","10000","120","false"
"4431.699999928474","","html-button-response","6","50868","0.0-2.0-4.0","","<p>Scegli il premio:</p>","1","9688","0","10000","120","false"
"3045.7000000476837","","html-button-response","7","53915","0.0-2.0-5.0","","<p>Scegli il premio:</p>","0","9922","0","10000","120","true"
"5408.600000023842","","html-button-response","8","59325","0.0-2.0-0.1","","<p>Scegli il premio:</p>","0","250","0","500","60","false"
"1727.2000000476837","","html-button-response","9","61054","0.0-2.0-1.1","","<p>Scegli il premio:</p>","0","375","0","500","60","false"
"1550.4000000953674","","html-button-response","10","62606","0.0-2.0-2.1","","<p>Scegli il premio:</p>","0","438","0","500","60","false"
"1527.7000000476837","","html-button-response","11","64135","0.0-2.0-3.1","","<p>Scegli il premio:</p>","0","469","0","500","60","false"
"1825.8999999761581","","html-button-response","12","65962","0.0-2.0-4.1","","<p>Scegli il premio:</p>","1","485","0","500","60","false"
"2787.5","","html-button-response","13","68751","0.0-2.0-5.1","","<p>Scegli il premio:</p>","1","496.5","0","500","60","true"
"1636.2000000476837","","html-button-response","14","70389","0.0-2.0-0.2","","<p>Scegli il premio:</p>","0","5000","0","10000","1","false"
"2659.399999976158","","html-button-response","15","73050","0.0-2.0-1.2","","<p>Scegli il premio:</p>","0","7500","0","10000","1","false"
"2226","","html-button-response","16","75277","0.0-2.0-2.2","","<p>Scegli il premio:</p>","1","8750","0","10000","1","false"
"1929.5","","html-button-response","17","77208","0.0-2.0-3.2","","<p>Scegli il premio:</p>","1","9375","0","10000","1","false"
"1425.2000000476837","","html-button-response","18","78634","0.0-2.0-4.2","","<p>Scegli il premio:</p>","0","9688","0","10000","1","false"
"280.59999990463257","","html-button-response","19","78917","0.0-2.0-5.2","","<p>Scegli il premio:</p>","0","9844","1","10000","1","true"
"1282.7999999523163","","html-button-response","20","80201","0.0-2.0-0.3","","<p>Scegli il premio:</p>","0","5000","0","10000","24","false"
"1183.3999999761581","","html-button-response","21","81386","0.0-2.0-1.3","","<p>Scegli il premio:</p>","0","7500","0","10000","24","false"
"1003.5","","html-button-response","22","82391","0.0-2.0-2.3","","<p>Scegli il premio:</p>","0","8750","0","10000","24","false"
"1250.6000000238419","","html-button-response","23","83642","0.0-2.0-3.3","","<p>Scegli il premio:</p>","0","9375","0","10000","24","false"
"896.8999999761581","","html-button-response","24","84540","0.0-2.0-4.3","","<p>Scegli il premio:</p>","0","9688","0","10000","24","false"
"967.1000000238419","","html-button-response","25","85509","0.0-2.0-5.3","","<p>Scegli il premio:</p>","0","9922","0","10000","24","true"
"1038.5","","html-button-response","26","86548","0.0-2.0-0.4","","<p>Scegli il premio:</p>","0","5000","0","10000","60","false"
"1468.5","","html-button-response","27","88018","0.0-2.0-1.4","","<p>Scegli il premio:</p>","1","7500","0","10000","60","false"
"1269.6999999284744","","html-button-response","28","89289","0.0-2.0-2.4","","<p>Scegli il premio:</p>","1","8750","0","10000","60","false"
"974.0999999046326","","html-button-response","29","90264","0.0-2.0-3.4","","<p>Scegli il premio:</p>","1","9375","0","10000","60","false"
"1269.8000000715256","","html-button-response","30","91536","0.0-2.0-4.4","","<p>Scegli il premio:</p>","0","9688","0","10000","60","false"
"808.6999999284744","","html-button-response","31","92345","0.0-2.0-5.4","","<p>Scegli il premio:</p>","0","9922","0","10000","60","true"
"1150.1000000238419","","html-button-response","32","93496","0.0-2.0-0.5","","<p>Scegli il premio:</p>","0","250","0","500","120","false"
"1713.1999999284744","","html-button-response","33","95211","0.0-2.0-1.5","","<p>Scegli il premio:</p>","1","375","0","500","120","false"
"1086.9000000953674","","html-button-response","34","96299","0.0-2.0-2.5","","<p>Scegli il premio:</p>","1","438","0","500","120","false"
"1220.6000000238419","","html-button-response","35","97520","0.0-2.0-3.5","","<p>Scegli il premio:</p>","0","469","0","500","120","false"
"1199.3000000715256","","html-button-response","36","98721","0.0-2.0-4.5","","<p>Scegli il premio:</p>","1","485","0","500","120","false"
"1257.6999999284744","","html-button-response","37","99980","0.0-2.0-5.5","","<p>Scegli il premio:</p>","0","496.5","0","500","120","true"
"1234.8999999761581","","html-button-response","38","101217","0.0-2.0-0.6","","<p>Scegli il premio:</p>","1","250","0","500","6","false"
"1142.3999999761581","","html-button-response","39","102361","0.0-2.0-1.6","","<p>Scegli il premio:</p>","0","375","0","500","6","false"
"1137","","html-button-response","40","103499","0.0-2.0-2.6","","<p>Scegli il premio:</p>","1","438","0","500","6","false"
"1016.5","","html-button-response","41","104517","0.0-2.0-3.6","","<p>Scegli il premio:</p>","0","469","0","500","6","false"
"1175.3999999761581","","html-button-response","42","105694","0.0-2.0-4.6","","<p>Scegli il premio:</p>","0","485","0","500","6","false"
"1498.8999999761581","","html-button-response","43","107194","0.0-2.0-5.6","","<p>Scegli il premio:</p>","0","496.5","0","500","6","true"
"1644.2999999523163","","html-button-response","44","108840","0.0-2.0-0.7","","<p>Scegli il premio:</p>","0","250","0","500","12","false"
"2806.1999999284744","","html-button-response","45","111648","0.0-2.0-1.7","","<p>Scegli il premio:</p>","0","375","0","500","12","false"
"1498.2999999523163","","html-button-response","46","113149","0.0-2.0-2.7","","<p>Scegli il premio:</p>","1","438","0","500","12","false"
"1126.6000000238419","","html-button-response","47","114276","0.0-2.0-3.7","","<p>Scegli il premio:</p>","1","469","0","500","12","false"
"1345.8000000715256","","html-button-response","48","115624","0.0-2.0-4.7","","<p>Scegli il premio:</p>","0","485","0","500","12","false"
"828.1999999284744","","html-button-response","49","116453","0.0-2.0-5.7","","<p>Scegli il premio:</p>","0","496.5","0","500","12","true"
"1080.2000000476837","","html-button-response","50","117535","0.0-2.0-0.8","","<p>Scegli il premio:</p>","1","5000","0","10000","6","false"
"966.8000000715256","","html-button-response","51","118503","0.0-2.0-1.8","","<p>Scegli il premio:</p>","1","7500","0","10000","6","false"
