"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","success","stimulus","button_pressed","adj_rew","choice","del_rew","del_m","last_ask"
"41531","{""Nome"":""CONTROL_TS"",""Cognome"":""8B_PRE""}","survey-text","0","41543","0.0-0.0","","","","","","","",""
"","","fullscreen","1","56676","0.0-1.0","true","","","","","","",""
"8144","","html-button-response","2","64823","0.0-2.0-0.0","","<p>Scegli il premio:</p>","0","5000","0","10000","120","false"
"1147","","html-button-response","3","65972","0.0-2.0-1.0","","<p>Scegli il premio:</p>","0","7500","0","10000","120","false"
"16949","","html-button-response","4","82922","0.0-2.0-2.0","","<p>Scegli il premio:</p>","0","8750","1","10000","120","false"
"10115.000000000015","","html-button-response","5","93039","0.0-2.0-3.0","","<p>Scegli il premio:</p>","1","8125","1","10000","120","false"
"4614","","html-button-response","6","97655","0.0-2.0-4.0","","<p>Scegli il premio:</p>","1","7813","1","10000","120","false"
"3781","","html-button-response","7","101439","0.0-2.0-5.0","","<p>Scegli il premio:</p>","0","7657","1","10000","120","true"
"3013","","html-button-response","8","104455","0.0-2.0-0.1","","<p>Scegli il premio:</p>","1","5000","0","10000","1","false"
"1932","","html-button-response","9","106388","0.0-2.0-1.1","","<p>Scegli il premio:</p>","1","7500","0","10000","1","false"
"2265","","html-button-response","10","108655","0.0-2.0-2.1","","<p>Scegli il premio:</p>","0","8750","0","10000","1","false"
"2481","","html-button-response","11","111138","0.0-2.0-3.1","","<p>Scegli il premio:</p>","1","9375","0","10000","1","false"
"3081","","html-button-response","12","114221","0.0-2.0-4.1","","<p>Scegli il premio:</p>","1","9688","0","10000","1","false"
"11181","","html-button-response","13","125405","0.0-2.0-5.1","","<p>Scegli il premio:</p>","1","9922","0","10000","1","true"
"9820","","html-button-response","14","135225","0.0-2.0-0.2","","<p>Scegli il premio:</p>","0","250","0","500","60","false"
"13160","","html-button-response","15","148388","0.0-2.0-1.2","","<p>Scegli il premio:</p>","1","375","0","500","60","false"
"3631.999999999971","","html-button-response","16","152021","0.0-2.0-2.2","","<p>Scegli il premio:</p>","1","438","1","500","60","false"
"5432","","html-button-response","17","157454","0.0-2.0-3.2","","<p>Scegli il premio:</p>","1","407","0","500","60","false"
"2464","","html-button-response","18","159921","0.0-2.0-4.2","","<p>Scegli il premio:</p>","1","423","1","500","60","false"
"2732","","html-button-response","19","162654","0.0-2.0-5.2","","<p>Scegli il premio:</p>","1","415","1","500","60","true"
"6464.999999999971","","html-button-response","20","169121","0.0-2.0-0.3","","<p>Scegli il premio:</p>","1","5000","0","10000","24","false"
"7115","","html-button-response","21","176237","0.0-2.0-1.3","","<p>Scegli il premio:</p>","1","7500","1","10000","24","false"
"2948","","html-button-response","22","179187","0.0-2.0-2.3","","<p>Scegli il premio:</p>","1","6250","0","10000","24","false"
"2531","","html-button-response","23","181720","0.0-2.0-3.3","","<p>Scegli il premio:</p>","0","6875","0","10000","24","false"
"3081","","html-button-response","24","184803","0.0-2.0-4.3","","<p>Scegli il premio:</p>","1","7188","0","10000","24","false"
"1332.000000000029","","html-button-response","25","186137","0.0-2.0-5.3","","<p>Scegli il premio:</p>","1","7422","0","10000","24","true"
"4565","","html-button-response","26","190704","0.0-2.0-0.4","","<p>Scegli il premio:</p>","0","5000","0","10000","12","false"
"3648","","html-button-response","27","194354","0.0-2.0-1.4","","<p>Scegli il premio:</p>","1","7500","0","10000","12","false"
"3648","","html-button-response","28","198004","0.0-2.0-2.4","","<p>Scegli il premio:</p>","1","8750","0","10000","12","false"
"3114.999999999971","","html-button-response","29","201120","0.0-2.0-3.4","","<p>Scegli il premio:</p>","0","9375","0","10000","12","false"
"1698","","html-button-response","30","202820","0.0-2.0-4.4","","<p>Scegli il premio:</p>","0","9688","0","10000","12","false"
"965","","html-button-response","31","203787","0.0-2.0-5.4","","<p>Scegli il premio:</p>","0","9922","0","10000","12","true"
"2648","","html-button-response","32","206437","0.0-2.0-0.5","","<p>Scegli il premio:</p>","1","250","0","500","6","false"
"1631","","html-button-response","33","208070","0.0-2.0-1.5","","<p>Scegli il premio:</p>","0","375","0","500","6","false"
"799.9999999999709","","html-button-response","34","208870","0.0-2.0-2.5","","<p>Scegli il premio:</p>","0","438","0","500","6","false"
"732","","html-button-response","35","209604","0.0-2.0-3.5","","<p>Scegli il premio:</p>","0","469","1","500","6","false"
"830.9999999999709","","html-button-response","36","210437","0.0-2.0-4.5","","<p>Scegli il premio:</p>","0","454","1","500","6","false"
"1448","","html-button-response","37","211887","0.0-2.0-5.5","","<p>Scegli il premio:</p>","0","450","0","500","6","true"
"3020","","html-button-response","38","214908","0.0-2.0-0.6","","<p>Scegli il premio:</p>","0","250","0","500","1","false"
"1026.999999999971","","html-button-response","39","215936","0.0-2.0-1.6","","<p>Scegli il premio:</p>","0","375","0","500","1","false"
"1182","","html-button-response","40","217120","0.0-2.0-2.6","","<p>Scegli il premio:</p>","0","438","0","500","1","false"
"1016","","html-button-response","41","218137","0.0-2.0-3.6","","<p>Scegli il premio:</p>","0","469","0","500","1","false"
"1165","","html-button-response","42","219303","0.0-2.0-4.6","","<p>Scegli il premio:</p>","0","485","0","500","1","false"
"4782","","html-button-response","43","224087","0.0-2.0-5.6","","<p>Scegli il premio:</p>","1","496.5","0","500","1","true"
"1898","","html-button-response","44","225987","0.0-2.0-0.7","","<p>Scegli il premio:</p>","0","250","0","500","120","false"
"3615","","html-button-response","45","229604","0.0-2.0-1.7","","<p>Scegli il premio:</p>","1","375","0","500","120","false"
"5265","","html-button-response","46","234870","0.0-2.0-2.7","","<p>Scegli il premio:</p>","0","438","0","500","120","false"
"8837","","html-button-response","47","243707","0.0-2.0-3.7","","<p>Scegli il premio:</p>","0","469","1","500","120","false"
