"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","success","stimulus","button_pressed","adj_rew","choice","del_rew","del_m","last_ask"
"14529","{""Nome"":""Control_TS"",""Cognome"":""16_A_PRE""}","survey-text","0","14545","0.0-0.0","","","","","","","",""
"","","fullscreen","1","30582","0.0-1.0","true","","","","","","",""
"9496","","html-button-response","2","40081","0.0-2.0-0.0","","<p>Scegli il premio:</p>","1","5000","1","10000","12","false"
"13877.000000000007","","html-button-response","3","53962","0.0-2.0-1.0","","<p>Scegli il premio:</p>","1","2500","1","10000","12","false"
"2580.9999999999927","","html-button-response","4","56546","0.0-2.0-2.0","","<p>Scegli il premio:</p>","0","1250","0","10000","12","false"
"3914.0000000000073","","html-button-response","5","60461","0.0-2.0-3.0","","<p>Scegli il premio:</p>","0","1875","0","10000","12","false"
"11682","","html-button-response","6","72144","0.0-2.0-4.0","","<p>Scegli il premio:</p>","1","2188","0","10000","12","false"
"10249","","html-button-response","7","82395","0.0-2.0-5.0","","<p>Scegli il premio:</p>","0","2422","0","10000","12","true"
"7281.000000000015","","html-button-response","8","89677","0.0-2.0-0.1","","<p>Scegli il premio:</p>","0","5000","1","10000","60","false"
"1531.0000000000146","","html-button-response","9","91210","0.0-2.0-1.1","","<p>Scegli il premio:</p>","0","2500","1","10000","60","false"
"3167","","html-button-response","10","94378","0.0-2.0-2.1","","<p>Scegli il premio:</p>","0","1250","1","10000","60","false"
"9965","","html-button-response","11","104344","0.0-2.0-3.1","","<p>Scegli il premio:</p>","0","625","0","10000","60","false"
"2299","","html-button-response","12","106644","0.0-2.0-4.1","","<p>Scegli il premio:</p>","1","938","0","10000","60","false"
"2031","","html-button-response","13","108677","0.0-2.0-5.1","","<p>Scegli il premio:</p>","1","1172","0","10000","60","true"
"4884","","html-button-response","14","113562","0.0-2.0-0.2","","<p>Scegli il premio:</p>","1","250","1","500","60","false"
"1779.0000000000146","","html-button-response","15","115343","0.0-2.0-1.2","","<p>Scegli il premio:</p>","0","125","1","500","60","false"
"2284","","html-button-response","16","117628","0.0-2.0-2.2","","<p>Scegli il premio:</p>","0","63","1","500","60","false"
"1631","","html-button-response","17","119260","0.0-2.0-3.2","","<p>Scegli il premio:</p>","0","32","0","500","60","false"
"2133","","html-button-response","18","121394","0.0-2.0-4.2","","<p>Scegli il premio:</p>","1","48","1","500","60","false"
"2232","","html-button-response","19","123628","0.0-2.0-5.2","","<p>Scegli il premio:</p>","1","40","1","500","60","true"
"2600.0000000000146","","html-button-response","20","126230","0.0-2.0-0.3","","<p>Scegli il premio:</p>","1","250","1","500","12","false"
"2446","","html-button-response","21","128677","0.0-2.0-1.3","","<p>Scegli il premio:</p>","0","125","1","500","12","false"
"1247.9999999999854","","html-button-response","22","129928","0.0-2.0-2.3","","<p>Scegli il premio:</p>","0","63","0","500","12","false"
"2398.9999999999854","","html-button-response","23","132328","0.0-2.0-3.3","","<p>Scegli il premio:</p>","1","94","1","500","12","false"
