"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","success","stimulus","button_pressed","adj_rew","choice","del_rew","del_m","last_ask"
"13900.000000000002","{""Nome"":""Control_TS"",""Cognome"":""4_B_POST""}","survey-text","0","13909","0.0-0.0","","","","","","","",""
"","","fullscreen","1","20740","0.0-1.0","true","","","","","","",""
"2285","","html-button-response","2","23027","0.0-2.0-0.0","","<p>Scegli il premio:</p>","0","250","0","500","6","false"
"2735","","html-button-response","3","25762","0.0-2.0-1.0","","<p>Scegli il premio:</p>","1","375","0","500","6","false"
"2002","","html-button-response","4","27765","0.0-2.0-2.0","","<p>Scegli il premio:</p>","1","438","0","500","6","false"
"2958.0000000000036","","html-button-response","5","30724","0.0-2.0-3.0","","<p>Scegli il premio:</p>","0","469","0","500","6","false"
"2038.0000000000073","","html-button-response","6","32763","0.0-2.0-4.0","","<p>Scegli il premio:</p>","1","485","1","500","6","false"
"2436.9999999999927","","html-button-response","7","35200","0.0-2.0-5.0","","<p>Scegli il premio:</p>","0","477","1","500","6","true"
"2488","","html-button-response","8","37689","0.0-2.0-0.1","","<p>Scegli il premio:</p>","1","5000","0","10000","120","false"
"2307","","html-button-response","9","39997","0.0-2.0-1.1","","<p>Scegli il premio:</p>","0","7500","0","10000","120","false"
"1708","","html-button-response","10","41706","0.0-2.0-2.1","","<p>Scegli il premio:</p>","0","8750","0","10000","120","false"
"1457","","html-button-response","11","43163","0.0-2.0-3.1","","<p>Scegli il premio:</p>","0","9375","0","10000","120","false"
"2039.0000000000073","","html-button-response","12","45202","0.0-2.0-4.1","","<p>Scegli il premio:</p>","1","9688","0","10000","120","false"
"3108.9999999999927","","html-button-response","13","48311","0.0-2.0-5.1","","<p>Scegli il premio:</p>","0","9922","0","10000","120","true"
"2360","","html-button-response","14","50672","0.0-2.0-0.2","","<p>Scegli il premio:</p>","0","5000","0","10000","12","false"
"2261","","html-button-response","15","52934","0.0-2.0-1.2","","<p>Scegli il premio:</p>","0","7500","0","10000","12","false"
"1155.0000000000073","","html-button-response","16","54089","0.0-2.0-2.2","","<p>Scegli il premio:</p>","0","8750","0","10000","12","false"
"2281.9999999999927","","html-button-response","17","56372","0.0-2.0-3.2","","<p>Scegli il premio:</p>","0","9375","1","10000","12","false"
"1006","","html-button-response","18","57378","0.0-2.0-4.2","","<p>Scegli il premio:</p>","0","9063","1","10000","12","false"
"2805","","html-button-response","19","60184","0.0-2.0-5.2","","<p>Scegli il premio:</p>","0","8985","0","10000","12","true"
"1575","","html-button-response","20","61760","0.0-2.0-0.3","","<p>Scegli il premio:</p>","0","5000","0","10000","24","false"
"954.9999999999927","","html-button-response","21","62716","0.0-2.0-1.3","","<p>Scegli il premio:</p>","0","7500","0","10000","24","false"
"1968","","html-button-response","22","64685","0.0-2.0-2.3","","<p>Scegli il premio:</p>","1","8750","0","10000","24","false"
"2251.9999999999927","","html-button-response","23","66938","0.0-2.0-3.3","","<p>Scegli il premio:</p>","1","9375","0","10000","24","false"
"2952","","html-button-response","24","69890","0.0-2.0-4.3","","<p>Scegli il premio:</p>","0","9688","0","10000","24","false"
"3470","","html-button-response","25","73362","0.0-2.0-5.3","","<p>Scegli il premio:</p>","0","9922","0","10000","24","true"
"2122","","html-button-response","26","75484","0.0-2.0-0.4","","<p>Scegli il premio:</p>","0","5000","0","10000","6","false"
"1585.0000000000146","","html-button-response","27","77070","0.0-2.0-1.4","","<p>Scegli il premio:</p>","0","7500","0","10000","6","false"
"1139","","html-button-response","28","78210","0.0-2.0-2.4","","<p>Scegli il premio:</p>","0","8750","0","10000","6","false"
"1135","","html-button-response","29","79347","0.0-2.0-3.4","","<p>Scegli il premio:</p>","0","9375","0","10000","6","false"
"3902","","html-button-response","30","83249","0.0-2.0-4.4","","<p>Scegli il premio:</p>","0","9688","0","10000","6","false"
"5622","","html-button-response","31","88872","0.0-2.0-5.4","","<p>Scegli il premio:</p>","0","9922","0","10000","6","true"
"2521","","html-button-response","32","91393","0.0-2.0-0.5","","<p>Scegli il premio:</p>","1","250","0","500","1","false"
"2936.0000000000146","","html-button-response","33","94329","0.0-2.0-1.5","","<p>Scegli il premio:</p>","1","375","0","500","1","false"
"1187.9999999999854","","html-button-response","34","95517","0.0-2.0-2.5","","<p>Scegli il premio:</p>","0","438","1","500","1","false"
