"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","success","stimulus","button_pressed","adj_rew","choice","del_rew","del_m","last_ask"
"21133","{""Nome"":""Control_TS"",""Cognome"":""17_A_PRE""}","survey-text","0","21152","0.0-0.0","","","","","","","",""
"","","fullscreen","1","23155","0.0-1.0","true","","","","","","",""
"4361","","html-button-response","2","27519","0.0-2.0-0.0","","<p>Scegli il premio:</p>","1","5000","1","10000","1","false"
"1449.9999999999964","","html-button-response","3","28969","0.0-2.0-1.0","","<p>Scegli il premio:</p>","1","2500","1","10000","1","false"
"1165","","html-button-response","4","30136","0.0-2.0-2.0","","<p>Scegli il premio:</p>","1","1250","1","10000","1","false"
"1380.9999999999964","","html-button-response","5","31519","0.0-2.0-3.0","","<p>Scegli il premio:</p>","1","625","0","10000","1","false"
"1134","","html-button-response","6","32655","0.0-2.0-4.0","","<p>Scegli il premio:</p>","1","938","1","10000","1","false"
"2297","","html-button-response","7","34954","0.0-2.0-5.0","","<p>Scegli il premio:</p>","0","782","1","10000","1","true"
"2146","","html-button-response","8","37102","0.0-2.0-0.1","","<p>Scegli il premio:</p>","0","250","0","500","6","false"
"1598.0000000000073","","html-button-response","9","38702","0.0-2.0-1.1","","<p>Scegli il premio:</p>","1","375","0","500","6","false"
"1487","","html-button-response","10","40190","0.0-2.0-2.1","","<p>Scegli il premio:</p>","1","438","1","500","6","false"
"1047","","html-button-response","11","41238","0.0-2.0-3.1","","<p>Scegli il premio:</p>","1","407","1","500","6","false"
"1030","","html-button-response","12","42269","0.0-2.0-4.1","","<p>Scegli il premio:</p>","1","391","0","500","6","false"
"1799","","html-button-response","13","44069","0.0-2.0-5.1","","<p>Scegli il premio:</p>","1","403","0","500","6","true"
"1565","","html-button-response","14","45636","0.0-2.0-0.2","","<p>Scegli il premio:</p>","0","5000","1","10000","24","false"
"863.9999999999927","","html-button-response","15","46501","0.0-2.0-1.2","","<p>Scegli il premio:</p>","0","2500","1","10000","24","false"
"1534","","html-button-response","16","48035","0.0-2.0-2.2","","<p>Scegli il premio:</p>","1","1250","1","10000","24","false"
"1965","","html-button-response","17","50002","0.0-2.0-3.2","","<p>Scegli il premio:</p>","0","625","1","10000","24","false"
"2798","","html-button-response","18","52802","0.0-2.0-4.2","","<p>Scegli il premio:</p>","0","313","0","10000","24","false"
"2319","","html-button-response","19","55122","0.0-2.0-5.2","","<p>Scegli il premio:</p>","1","469","1","10000","24","true"
"1679","","html-button-response","20","56803","0.0-2.0-0.3","","<p>Scegli il premio:</p>","0","250","1","500","120","false"
"1081","","html-button-response","21","57886","0.0-2.0-1.3","","<p>Scegli il premio:</p>","0","125","0","500","120","false"
"1331","","html-button-response","22","59219","0.0-2.0-2.3","","<p>Scegli il premio:</p>","0","188","0","500","120","false"
"2230","","html-button-response","23","61452","0.0-2.0-3.3","","<p>Scegli il premio:</p>","0","219","1","500","120","false"
"2565.9999999999927","","html-button-response","24","64020","0.0-2.0-4.3","","<p>Scegli il premio:</p>","0","204","0","500","120","false"
"1498.0000000000073","","html-button-response","25","65520","0.0-2.0-5.3","","<p>Scegli il premio:</p>","0","212","1","500","120","true"
"1464.0000000000146","","html-button-response","26","66986","0.0-2.0-0.4","","<p>Scegli il premio:</p>","1","250","1","500","24","false"
"1632.0000000000146","","html-button-response","27","68619","0.0-2.0-1.4","","<p>Scegli il premio:</p>","0","125","0","500","24","false"
"1414","","html-button-response","28","70036","0.0-2.0-2.4","","<p>Scegli il premio:</p>","0","188","0","500","24","false"
"2364","","html-button-response","29","72402","0.0-2.0-3.4","","<p>Scegli il premio:</p>","0","219","1","500","24","false"
"1848","","html-button-response","30","74253","0.0-2.0-4.4","","<p>Scegli il premio:</p>","1","204","0","500","24","false"
"2033","","html-button-response","31","76288","0.0-2.0-5.4","","<p>Scegli il premio:</p>","0","215.5","0","500","24","true"
"1497","","html-button-response","32","77787","0.0-2.0-0.5","","<p>Scegli il premio:</p>","0","5000","1","10000","6","false"
"1146","","html-button-response","33","78936","0.0-2.0-1.5","","<p>Scegli il premio:</p>","0","2500","0","10000","6","false"
"1697.0000000000146","","html-button-response","34","80634","0.0-2.0-2.5","","<p>Scegli il premio:</p>","1","3750","0","10000","6","false"
"1034","","html-button-response","35","81669","0.0-2.0-3.5","","<p>Scegli il premio:</p>","1","4375","0","10000","6","false"
"1548","","html-button-response","36","83219","0.0-2.0-4.5","","<p>Scegli il premio:</p>","1","4688","1","10000","6","false"
"1636","","html-button-response","37","84856","0.0-2.0-5.5","","<p>Scegli il premio:</p>","1","4610","0","10000","6","true"
"1095.9999999999854","","html-button-response","38","85953","0.0-2.0-0.6","","<p>Scegli il premio:</p>","1","250","0","500","12","false"
"1064","","html-button-response","39","87020","0.0-2.0-1.6","","<p>Scegli il premio:</p>","1","375","0","500","12","false"
"931","","html-button-response","40","87953","0.0-2.0-2.6","","<p>Scegli il premio:</p>","1","438","0","500","12","false"
"1932.0000000000146","","html-button-response","41","89887","0.0-2.0-3.6","","<p>Scegli il premio:</p>","0","469","0","500","12","false"
"2746","","html-button-response","42","92634","0.0-2.0-4.6","","<p>Scegli il premio:</p>","0","485","1","500","12","false"
"2702","","html-button-response","43","95337","0.0-2.0-5.6","","<p>Scegli il premio:</p>","0","481","0","500","12","true"
"1214","","html-button-response","44","96468","0.0-2.0-0.7","","<p>Scegli il premio:</p>","0","250","0","500","1","false"
"1132","","html-button-response","45","97602","0.0-2.0-1.7","","<p>Scegli il premio:</p>","0","375","0","500","1","false"
