"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","success","stimulus","button_pressed","adj_rew","choice","del_rew","del_m","last_ask"
"11681.000000000002","{""Nome"":""Controlli_TS"",""Cognome"":""2_B_POST""}","survey-text","0","11692","0.0-0.0","","","","","","","",""
"","","fullscreen","1","15782","0.0-1.0","true","","","","","","",""
"2780.999999999998","","html-button-response","2","18564","0.0-2.0-0.0","","<p>Scegli il premio:</p>","1","250","1","500","12","false"
"2551.9999999999964","","html-button-response","3","21117","0.0-2.0-1.0","","<p>Scegli il premio:</p>","0","125","0","500","12","false"
"5161","","html-button-response","4","26278","0.0-2.0-2.0","","<p>Scegli il premio:</p>","1","188","0","500","12","false"
"2688","","html-button-response","5","28967","0.0-2.0-3.0","","<p>Scegli il premio:</p>","1","219","1","500","12","false"
"1421","","html-button-response","6","30389","0.0-2.0-4.0","","<p>Scegli il premio:</p>","0","204","0","500","12","false"
"1493.0000000000036","","html-button-response","7","31882","0.0-2.0-5.0","","<p>Scegli il premio:</p>","0","215.5","0","500","12","true"
"2566","","html-button-response","8","34450","0.0-2.0-0.1","","<p>Scegli il premio:</p>","0","5000","0","10000","12","false"
"1303","","html-button-response","9","35754","0.0-2.0-1.1","","<p>Scegli il premio:</p>","1","7500","1","10000","12","false"
"1538","","html-button-response","10","37293","0.0-2.0-2.1","","<p>Scegli il premio:</p>","0","6250","0","10000","12","false"
"4295","","html-button-response","11","41589","0.0-2.0-3.1","","<p>Scegli il premio:</p>","1","6875","1","10000","12","false"
"2522.9999999999927","","html-button-response","12","44113","0.0-2.0-4.1","","<p>Scegli il premio:</p>","1","6563","0","10000","12","false"
"2049","","html-button-response","13","46163","0.0-2.0-5.1","","<p>Scegli il premio:</p>","1","6797","0","10000","12","true"
"2710","","html-button-response","14","48874","0.0-2.0-0.2","","<p>Scegli il premio:</p>","1","5000","0","10000","1","false"
"3733","","html-button-response","15","52608","0.0-2.0-1.2","","<p>Scegli il premio:</p>","0","7500","1","10000","1","false"
"1171.0000000000073","","html-button-response","16","53779","0.0-2.0-2.2","","<p>Scegli il premio:</p>","1","6250","0","10000","1","false"
"1694.0000000000073","","html-button-response","17","55474","0.0-2.0-3.2","","<p>Scegli il premio:</p>","0","6875","0","10000","1","false"
"1799.9999999999927","","html-button-response","18","57274","0.0-2.0-4.2","","<p>Scegli il premio:</p>","0","7188","1","10000","1","false"
"1470","","html-button-response","19","58745","0.0-2.0-5.2","","<p>Scegli il premio:</p>","1","7110","0","10000","1","true"
"3640","","html-button-response","20","62386","0.0-2.0-0.3","","<p>Scegli il premio:</p>","1","250","1","500","120","false"
"2288.0000000000073","","html-button-response","21","64675","0.0-2.0-1.3","","<p>Scegli il premio:</p>","0","125","1","500","120","false"
"4387","","html-button-response","22","69063","0.0-2.0-2.3","","<p>Scegli il premio:</p>","1","63","1","500","120","false"
"1172","","html-button-response","23","70236","0.0-2.0-3.3","","<p>Scegli il premio:</p>","0","32","0","500","120","false"
"5124","","html-button-response","24","75361","0.0-2.0-4.3","","<p>Scegli il premio:</p>","1","48","1","500","120","false"
"1772","","html-button-response","25","77134","0.0-2.0-5.3","","<p>Scegli il premio:</p>","0","44","0","500","120","true"
"2188","","html-button-response","26","79322","0.0-2.0-0.4","","<p>Scegli il premio:</p>","0","250","1","500","24","false"
"4455","","html-button-response","27","83778","0.0-2.0-1.4","","<p>Scegli il premio:</p>","1","125","1","500","24","false"
"1422","","html-button-response","28","85200","0.0-2.0-2.4","","<p>Scegli il premio:</p>","1","63","0","500","24","false"
"2873.0000000000146","","html-button-response","29","88074","0.0-2.0-3.4","","<p>Scegli il premio:</p>","0","94","0","500","24","false"
"5172","","html-button-response","30","93247","0.0-2.0-4.4","","<p>Scegli il premio:</p>","0","110","1","500","24","false"
"1595","","html-button-response","31","94843","0.0-2.0-5.4","","<p>Scegli il premio:</p>","1","106","0","500","24","true"
"2971.0000000000146","","html-button-response","32","97815","0.0-2.0-0.5","","<p>Scegli il premio:</p>","0","5000","1","10000","60","false"
"1553","","html-button-response","33","99370","0.0-2.0-1.5","","<p>Scegli il premio:</p>","1","2500","1","10000","60","false"
"3955","","html-button-response","34","103326","0.0-2.0-2.5","","<p>Scegli il premio:</p>","0","1250","0","10000","60","false"
"4395","","html-button-response","35","107722","0.0-2.0-3.5","","<p>Scegli il premio:</p>","1","1875","0","10000","60","false"
"2102.0000000000146","","html-button-response","36","109824","0.0-2.0-4.5","","<p>Scegli il premio:</p>","1","2188","0","10000","60","false"
"1451.9999999999854","","html-button-response","37","111277","0.0-2.0-5.5","","<p>Scegli il premio:</p>","1","2422","0","10000","60","true"
"2166.0000000000146","","html-button-response","38","113443","0.0-2.0-0.6","","<p>Scegli il premio:</p>","1","5000","1","10000","120","false"
"1888.9999999999854","","html-button-response","39","115332","0.0-2.0-1.6","","<p>Scegli il premio:</p>","0","2500","1","10000","120","false"
"1405","","html-button-response","40","116738","0.0-2.0-2.6","","<p>Scegli il premio:</p>","1","1250","0","10000","120","false"
"3754","","html-button-response","41","120493","0.0-2.0-3.6","","<p>Scegli il premio:</p>","0","1875","0","10000","120","false"
"2569.0000000000146","","html-button-response","42","123063","0.0-2.0-4.6","","<p>Scegli il premio:</p>","0","2188","0","10000","120","false"
"3387","","html-button-response","43","126451","0.0-2.0-5.6","","<p>Scegli il premio:</p>","1","2344","1","10000","120","true"
"2406.0000000000146","","html-button-response","44","128858","0.0-2.0-0.7","","<p>Scegli il premio:</p>","1","5000","0","10000","24","false"
"1335.9999999999854","","html-button-response","45","130195","0.0-2.0-1.7","","<p>Scegli il premio:</p>","0","7500","1","10000","24","false"
"2122","","html-button-response","46","132318","0.0-2.0-2.7","","<p>Scegli il premio:</p>","1","6250","1","10000","24","false"
"996","","html-button-response","47","133315","0.0-2.0-3.7","","<p>Scegli il premio:</p>","0","5625","0","10000","24","false"
