"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","success","stimulus","button_pressed","adj_rew","choice","del_rew","del_m","last_ask"
"49865","{""Nome"":""CONTROL_TS"",""Cognome"":""8A_POST""}","survey-text","0","49870","0.0-0.0","","","","","","","",""
"","","fullscreen","1","64642","0.0-1.0","true","","","","","","",""
"3238.0000000000073","","html-button-response","2","67884","0.0-2.0-0.0","","<p>Scegli il premio:</p>","0","5000","0","10000","24","false"
"1627","","html-button-response","3","69514","0.0-2.0-1.0","","<p>Scegli il premio:</p>","0","7500","0","10000","24","false"
"1283","","html-button-response","4","70798","0.0-2.0-2.0","","<p>Scegli il premio:</p>","0","8750","1","10000","24","false"
"1731","","html-button-response","5","72530","0.0-2.0-3.0","","<p>Scegli il premio:</p>","0","8125","0","10000","24","false"
"2024","","html-button-response","6","74557","0.0-2.0-4.0","","<p>Scegli il premio:</p>","1","8438","1","10000","24","false"
"1067","","html-button-response","7","75627","0.0-2.0-5.0","","<p>Scegli il premio:</p>","1","8282","1","10000","24","true"
"1997","","html-button-response","8","77626","0.0-2.0-0.1","","<p>Scegli il premio:</p>","0","250","0","500","1","false"
"911","","html-button-response","9","78539","0.0-2.0-1.1","","<p>Scegli il premio:</p>","0","375","0","500","1","false"
"829","","html-button-response","10","79369","0.0-2.0-2.1","","<p>Scegli il premio:</p>","0","438","0","500","1","false"
"1213","","html-button-response","11","80585","0.0-2.0-3.1","","<p>Scegli il premio:</p>","0","469","1","500","1","false"
"1898.0000000000146","","html-button-response","12","82484","0.0-2.0-4.1","","<p>Scegli il premio:</p>","1","454","0","500","1","false"
"788","","html-button-response","13","83274","0.0-2.0-5.1","","<p>Scegli il premio:</p>","1","465.5","0","500","1","true"
"2142","","html-button-response","14","85418","0.0-2.0-0.2","","<p>Scegli il premio:</p>","1","250","0","500","120","false"
"1332","","html-button-response","15","86751","0.0-2.0-1.2","","<p>Scegli il premio:</p>","0","375","0","500","120","false"
"1107","","html-button-response","16","87860","0.0-2.0-2.2","","<p>Scegli il premio:</p>","1","438","0","500","120","false"
"934.9999999999854","","html-button-response","17","88797","0.0-2.0-3.2","","<p>Scegli il premio:</p>","1","469","0","500","120","false"
"1233","","html-button-response","18","90031","0.0-2.0-4.2","","<p>Scegli il premio:</p>","1","485","0","500","120","false"
"2474","","html-button-response","19","92506","0.0-2.0-5.2","","<p>Scegli il premio:</p>","1","493","1","500","120","true"
"1207","","html-button-response","20","93714","0.0-2.0-0.3","","<p>Scegli il premio:</p>","1","5000","0","10000","1","false"
"1202.9999999999854","","html-button-response","21","94919","0.0-2.0-1.3","","<p>Scegli il premio:</p>","0","7500","0","10000","1","false"
"1180","","html-button-response","22","96101","0.0-2.0-2.3","","<p>Scegli il premio:</p>","1","8750","0","10000","1","false"
"1249","","html-button-response","23","97350","0.0-2.0-3.3","","<p>Scegli il premio:</p>","0","9375","0","10000","1","false"
"3811","","html-button-response","24","101164","0.0-2.0-4.3","","<p>Scegli il premio:</p>","0","9688","1","10000","1","false"
"2035","","html-button-response","25","103201","0.0-2.0-5.3","","<p>Scegli il premio:</p>","0","9610","0","10000","1","true"
"1664","","html-button-response","26","104867","0.0-2.0-0.4","","<p>Scegli il premio:</p>","1","5000","0","10000","6","false"
"1373.0000000000146","","html-button-response","27","106243","0.0-2.0-1.4","","<p>Scegli il premio:</p>","0","7500","0","10000","6","false"
"1402","","html-button-response","28","107647","0.0-2.0-2.4","","<p>Scegli il premio:</p>","0","8750","1","10000","6","false"
"1230","","html-button-response","29","108880","0.0-2.0-3.4","","<p>Scegli il premio:</p>","0","8125","0","10000","6","false"
"1265","","html-button-response","30","110146","0.0-2.0-4.4","","<p>Scegli il premio:</p>","0","8438","0","10000","6","false"
"1725","","html-button-response","31","111873","0.0-2.0-5.4","","<p>Scegli il premio:</p>","1","8672","0","10000","6","true"
"1961","","html-button-response","32","113835","0.0-2.0-0.5","","<p>Scegli il premio:</p>","0","5000","0","10000","12","false"
"747","","html-button-response","33","114584","0.0-2.0-1.5","","<p>Scegli il premio:</p>","0","7500","0","10000","12","false"
"2069.9999999999854","","html-button-response","34","116655","0.0-2.0-2.5","","<p>Scegli il premio:</p>","0","8750","1","10000","12","false"
