"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","success","stimulus","button_pressed","adj_rew","choice","del_rew","del_m","last_ask"
"13849.199999928474","{""Nome"":""CONTROL_TS"",""Cognome"":""19A_POST""}","survey-text","0","13856","0.0-0.0","","","","","","","",""
"","","fullscreen","1","16074","0.0-1.0","true","","","","","","",""
"3205.899999976158","","html-button-response","2","19281","0.0-2.0-0.0","","<p>Scegli il premio:</p>","1","250","1","500","24","false"
"1580.6999999284744","","html-button-response","3","20864","0.0-2.0-1.0","","<p>Scegli il premio:</p>","1","125","1","500","24","false"
"1562.5999999046326","","html-button-response","4","22427","0.0-2.0-2.0","","<p>Scegli il premio:</p>","1","63","1","500","24","false"
"1327.7999999523163","","html-button-response","5","23757","0.0-2.0-3.0","","<p>Scegli il premio:</p>","1","32","0","500","24","false"
"1947.4000000953674","","html-button-response","6","25705","0.0-2.0-4.0","","<p>Scegli il premio:</p>","0","48","0","500","24","false"
"3653.7000000476837","","html-button-response","7","29361","0.0-2.0-5.0","","<p>Scegli il premio:</p>","1","56","1","500","24","true"
"8693","","html-button-response","8","38055","0.0-2.0-0.1","","<p>Scegli il premio:</p>","0","5000","1","10000","24","false"
"3317.600000023842","","html-button-response","9","41374","0.0-2.0-1.1","","<p>Scegli il premio:</p>","0","2500","0","10000","24","false"
"1803.6000000238419","","html-button-response","10","43179","0.0-2.0-2.1","","<p>Scegli il premio:</p>","0","3750","0","10000","24","false"
"2724.399999976158","","html-button-response","11","45905","0.0-2.0-3.1","","<p>Scegli il premio:</p>","1","4375","0","10000","24","false"
"2099","","html-button-response","12","48005","0.0-2.0-4.1","","<p>Scegli il premio:</p>","0","4688","1","10000","24","false"
"1727.6000000238419","","html-button-response","13","49734","0.0-2.0-5.1","","<p>Scegli il premio:</p>","1","4532","1","10000","24","true"
"2947.8000000715256","","html-button-response","14","52683","0.0-2.0-0.2","","<p>Scegli il premio:</p>","0","250","0","500","1","false"
"3307.2999999523163","","html-button-response","15","55992","0.0-2.0-1.2","","<p>Scegli il premio:</p>","1","375","0","500","1","false"
"1575.9000000953674","","html-button-response","16","57569","0.0-2.0-2.2","","<p>Scegli il premio:</p>","1","438","1","500","1","false"
"787.1000000238419","","html-button-response","17","58358","0.0-2.0-3.2","","<p>Scegli il premio:</p>","1","407","1","500","1","false"
"1147.2999999523163","","html-button-response","18","59506","0.0-2.0-4.2","","<p>Scegli il premio:</p>","0","391","0","500","1","false"
"2152.100000023842","","html-button-response","19","61659","0.0-2.0-5.2","","<p>Scegli il premio:</p>","0","403","0","500","1","true"
"5441.100000023842","","html-button-response","20","67102","0.0-2.0-0.3","","<p>Scegli il premio:</p>","1","250","1","500","60","false"
"883.2999999523163","","html-button-response","21","67987","0.0-2.0-1.3","","<p>Scegli il premio:</p>","1","125","1","500","60","false"
"592.4000000953674","","html-button-response","22","68580","0.0-2.0-2.3","","<p>Scegli il premio:</p>","1","63","1","500","60","false"
"1242.7000000476837","","html-button-response","23","69824","0.0-2.0-3.3","","<p>Scegli il premio:</p>","0","32","0","500","60","false"
"1494.5","","html-button-response","24","71320","0.0-2.0-4.3","","<p>Scegli il premio:</p>","1","48","1","500","60","false"
"1623.7999999523163","","html-button-response","25","72945","0.0-2.0-5.3","","<p>Scegli il premio:</p>","1","40","1","500","60","true"
"4167.299999952316","","html-button-response","26","77114","0.0-2.0-0.4","","<p>Scegli il premio:</p>","1","5000","1","10000","60","false"
"683.3999999761581","","html-button-response","27","77798","0.0-2.0-1.4","","<p>Scegli il premio:</p>","1","2500","1","10000","60","false"
"1332.8999999761581","","html-button-response","28","79133","0.0-2.0-2.4","","<p>Scegli il premio:</p>","1","1250","1","10000","60","false"
"1548","","html-button-response","29","80682","0.0-2.0-3.4","","<p>Scegli il premio:</p>","1","625","1","10000","60","false"
"758.6000000238419","","html-button-response","30","81442","0.0-2.0-4.4","","<p>Scegli il premio:</p>","0","313","0","10000","60","false"
"949.3999999761581","","html-button-response","31","82392","0.0-2.0-5.4","","<p>Scegli il premio:</p>","0","547","0","10000","60","true"
"5476.699999928474","","html-button-response","32","87870","0.0-2.0-0.5","","<p>Scegli il premio:</p>","1","250","1","500","6","false"
"1063.3999999761581","","html-button-response","33","88934","0.0-2.0-1.5","","<p>Scegli il premio:</p>","1","125","1","500","6","false"
"997.7999999523163","","html-button-response","34","89933","0.0-2.0-2.5","","<p>Scegli il premio:</p>","0","63","0","500","6","false"
"2311.2000000476837","","html-button-response","35","92246","0.0-2.0-3.5","","<p>Scegli il premio:</p>","1","94","0","500","6","false"
"1754.5","","html-button-response","36","94002","0.0-2.0-4.5","","<p>Scegli il premio:</p>","0","110","1","500","6","false"
"873.2000000476837","","html-button-response","37","94876","0.0-2.0-5.5","","<p>Scegli il premio:</p>","0","102","1","500","6","true"
"2107.9000000953674","","html-button-response","38","96985","0.0-2.0-0.6","","<p>Scegli il premio:</p>","0","250","1","500","12","false"
"1262.1000000238419","","html-button-response","39","98249","0.0-2.0-1.6","","<p>Scegli il premio:</p>","1","125","1","500","12","false"
"3419.2000000476837","","html-button-response","40","101669","0.0-2.0-2.6","","<p>Scegli il premio:</p>","1","63","0","500","12","false"
"3971.899999976158","","html-button-response","41","105642","0.0-2.0-3.6","","<p>Scegli il premio:</p>","1","94","0","500","12","false"
"1086.2999999523163","","html-button-response","42","106729","0.0-2.0-4.6","","<p>Scegli il premio:</p>","0","110","1","500","12","false"
"702.6000000238419","","html-button-response","43","107433","0.0-2.0-5.6","","<p>Scegli il premio:</p>","0","102","1","500","12","true"
"4842.799999952316","","html-button-response","44","112276","0.0-2.0-0.7","","<p>Scegli il premio:</p>","0","5000","1","10000","12","false"
"1048.8999999761581","","html-button-response","45","113327","0.0-2.0-1.7","","<p>Scegli il premio:</p>","1","2500","0","10000","12","false"
"1630.3999999761581","","html-button-response","46","114959","0.0-2.0-2.7","","<p>Scegli il premio:</p>","0","3750","0","10000","12","false"
"899.6999999284744","","html-button-response","47","115860","0.0-2.0-3.7","","<p>Scegli il premio:</p>","1","4375","1","10000","12","false"
"748","","html-button-response","48","116609","0.0-2.0-4.7","","<p>Scegli il premio:</p>","1","4063","1","10000","12","false"
"1109.2999999523163","","html-button-response","49","117711","0.0-2.0-5.7","","<p>Scegli il premio:</p>","0","3985","0","10000","12","true"
"6165","","html-button-response","50","123878","0.0-2.0-0.8","","<p>Scegli il premio:</p>","1","5000","1","10000","120","false"
"1054.7000000476837","","html-button-response","51","124934","0.0-2.0-1.8","","<p>Scegli il premio:</p>","0","2500","1","10000","120","false"
"1067.5","","html-button-response","52","126003","0.0-2.0-2.8","","<p>Scegli il premio:</p>","0","1250","1","10000","120","false"
"1241.1000000238419","","html-button-response","53","127246","0.0-2.0-3.8","","<p>Scegli il premio:</p>","1","625","1","10000","120","false"
"1962.1000000238419","","html-button-response","54","129209","0.0-2.0-4.8","","<p>Scegli il premio:</p>","0","313","1","10000","120","false"
"1216.5999999046326","","html-button-response","55","130427","0.0-2.0-5.8","","<p>Scegli il premio:</p>","1","235","0","10000","120","true"
"2226.6999999284744","","html-button-response","56","132655","0.0-2.0-0.9","","<p>Scegli il premio:</p>","0","5000","0","10000","1","false"
"1476.4000000953674","","html-button-response","57","134133","0.0-2.0-1.9","","<p>Scegli il premio:</p>","1","7500","0","10000","1","false"
"1147.7999999523163","","html-button-response","58","135282","0.0-2.0-2.9","","<p>Scegli il premio:</p>","1","8750","0","10000","1","false"
"3299.100000023842","","html-button-response","59","138582","0.0-2.0-3.9","","<p>Scegli il premio:</p>","0","9375","1","10000","1","false"
"981.3000000715256","","html-button-response","60","139565","0.0-2.0-4.9","","<p>Scegli il premio:</p>","0","9063","1","10000","1","false"
"890.9000000953674","","html-button-response","61","140457","0.0-2.0-5.9","","<p>Scegli il premio:</p>","1","8985","0","10000","1","true"
"2922.5","","html-button-response","62","143381","0.0-2.0-0.10","","<p>Scegli il premio:</p>","1","250","1","500","120","false"
"1331.3000000715256","","html-button-response","63","144714","0.0-2.0-1.10","","<p>Scegli il premio:</p>","0","125","1","500","120","false"
"1112","","html-button-response","64","145827","0.0-2.0-2.10","","<p>Scegli il premio:</p>","1","63","1","500","120","false"
"1825.1000000238419","","html-button-response","65","147653","0.0-2.0-3.10","","<p>Scegli il premio:</p>","1","32","1","500","120","false"
"2906.0999999046326","","html-button-response","66","150561","0.0-2.0-4.10","","<p>Scegli il premio:</p>","1","16","0","500","120","false"
"2747.399999976158","","html-button-response","67","153310","0.0-2.0-5.10","","<p>Scegli il premio:</p>","1","24","1","500","120","true"
"3525.399999976158","","html-button-response","68","156836","0.0-2.0-0.11","","<p>Scegli il premio:</p>","0","5000","1","10000","6","false"
"2218.899999976158","","html-button-response","69","159057","0.0-2.0-1.11","","<p>Scegli il premio:</p>","0","2500","0","10000","6","false"
"8847.299999952316","","html-button-response","70","167905","0.0-2.0-2.11","","<p>Scegli il premio:</p>","1","3750","0","10000","6","false"
"1473","","html-button-response","71","169379","0.0-2.0-3.11","","<p>Scegli il premio:</p>","1","4375","1","10000","6","false"
"1055.4000000953674","","html-button-response","72","170436","0.0-2.0-4.11","","<p>Scegli il premio:</p>","0","4063","1","10000","6","false"
"5407","","html-button-response","73","175845","0.0-2.0-5.11","","<p>Scegli il premio:</p>","0","3985","0","10000","6","true"
"1036.8999999761581","","html-button-response","74","176883","0.0-3.0","","<p>Grazie per aver partecipato. Clicca sul tasto 'Fine' per uscire.</p>","0","","","","",""
"","","fullscreen","75","177902","0.0-4.0","true","","","","","","",""
