"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","success","stimulus","button_pressed","adj_rew","choice","del_rew","del_m","last_ask"
"459927.8000000715","{""Nome"":""Control_TS"",""Cognome"":""18B_pre""}","survey-text","0","459959","0.0-0.0","","","","","","","",""
"","","fullscreen","1","465534","0.0-1.0","true","","","","","","",""
"9341.5","","html-button-response","2","474878","0.0-2.0-0.0","","<p>Scegli il premio:</p>","0","5000","0","10000","12","false"
"4585.5","","html-button-response","3","479464","0.0-2.0-1.0","","<p>Scegli il premio:</p>","1","7500","1","10000","12","false"
"3907.399999976158","","html-button-response","4","483373","0.0-2.0-2.0","","<p>Scegli il premio:</p>","1","6250","0","10000","12","false"
"2051.100000023842","","html-button-response","5","485425","0.0-2.0-3.0","","<p>Scegli il premio:</p>","1","6875","0","10000","12","false"
"1232.0999999046326","","html-button-response","6","486658","0.0-2.0-4.0","","<p>Scegli il premio:</p>","1","7188","1","10000","12","false"
"778.5","","html-button-response","7","487438","0.0-2.0-5.0","","<p>Scegli il premio:</p>","1","7032","1","10000","12","true"
"11125.799999952316","","html-button-response","8","498566","0.0-2.0-0.1","","<p>Scegli il premio:</p>","0","5000","1","10000","24","false"
"3979.8000000715256","","html-button-response","9","502547","0.0-2.0-1.1","","<p>Scegli il premio:</p>","1","2500","1","10000","24","false"
"217.39999997615814","","html-button-response","10","502765","0.0-2.0-2.1","","<p>Scegli il premio:</p>","1","1250","0","10000","24","false"
"1284.5","","html-button-response","11","504050","0.0-2.0-3.1","","<p>Scegli il premio:</p>","0","1875","0","10000","24","false"
"1223.8000000715256","","html-button-response","12","505275","0.0-2.0-4.1","","<p>Scegli il premio:</p>","1","2188","1","10000","24","false"
"1615.2000000476837","","html-button-response","13","506891","0.0-2.0-5.1","","<p>Scegli il premio:</p>","1","2032","1","10000","24","true"
"3576.7000000476837","","html-button-response","14","510468","0.0-2.0-0.2","","<p>Scegli il premio:</p>","0","5000","0","10000","6","false"
"2605.7000000476837","","html-button-response","15","513075","0.0-2.0-1.2","","<p>Scegli il premio:</p>","0","7500","0","10000","6","false"
"2620","","html-button-response","16","515696","0.0-2.0-2.2","","<p>Scegli il premio:</p>","0","8750","1","10000","6","false"
"3473.399999976158","","html-button-response","17","519170","0.0-2.0-3.2","","<p>Scegli il premio:</p>","0","8125","0","10000","6","false"
"1394.7000000476837","","html-button-response","18","520565","0.0-2.0-4.2","","<p>Scegli il premio:</p>","0","8438","0","10000","6","false"
"732.8999999761581","","html-button-response","19","521299","0.0-2.0-5.2","","<p>Scegli il premio:</p>","1","8594","1","10000","6","true"
"3616.3000000715256","","html-button-response","20","524916","0.0-2.0-0.3","","<p>Scegli il premio:</p>","1","250","1","500","60","false"
"988.5","","html-button-response","21","525906","0.0-2.0-1.3","","<p>Scegli il premio:</p>","0","125","1","500","60","false"
"2680.100000023842","","html-button-response","22","528587","0.0-2.0-2.3","","<p>Scegli il premio:</p>","0","63","1","500","60","false"
"1108","","html-button-response","23","529695","0.0-2.0-3.3","","<p>Scegli il premio:</p>","0","32","0","500","60","false"
"939.2000000476837","","html-button-response","24","530635","0.0-2.0-4.3","","<p>Scegli il premio:</p>","0","48","0","500","60","false"
"1410.3000000715256","","html-button-response","25","532046","0.0-2.0-5.3","","<p>Scegli il premio:</p>","0","59.5","0","500","60","true"
"6798.5","","html-button-response","26","538846","0.0-2.0-0.4","","<p>Scegli il premio:</p>","1","5000","0","10000","1","false"
"1652.2999999523163","","html-button-response","27","540499","0.0-2.0-1.4","","<p>Scegli il premio:</p>","1","7500","0","10000","1","false"
"1218.8999999761581","","html-button-response","28","541719","0.0-2.0-2.4","","<p>Scegli il premio:</p>","0","8750","0","10000","1","false"
"2361.899999976158","","html-button-response","29","544082","0.0-2.0-3.4","","<p>Scegli il premio:</p>","0","9375","1","10000","1","false"
"1116.8000000715256","","html-button-response","30","545200","0.0-2.0-4.4","","<p>Scegli il premio:</p>","0","9063","1","10000","1","false"
"882","","html-button-response","31","546083","0.0-2.0-5.4","","<p>Scegli il premio:</p>","0","8985","0","10000","1","true"
"24937.599999904633","","html-button-response","32","571022","0.0-2.0-0.5","","<p>Scegli il premio:</p>","1","5000","1","10000","60","false"
"745.8999999761581","","html-button-response","33","571769","0.0-2.0-1.5","","<p>Scegli il premio:</p>","1","2500","0","10000","60","false"
"2756.7000000476837","","html-button-response","34","574527","0.0-2.0-2.5","","<p>Scegli il premio:</p>","1","3750","1","10000","60","false"
"1706.6000000238419","","html-button-response","35","576234","0.0-2.0-3.5","","<p>Scegli il premio:</p>","1","3125","1","10000","60","false"
"237.60000002384186","","html-button-response","36","576472","0.0-2.0-4.5","","<p>Scegli il premio:</p>","1","2813","1","10000","60","false"
"225.70000004768372","","html-button-response","37","576699","0.0-2.0-5.5","","<p>Scegli il premio:</p>","1","2735","0","10000","60","true"
"5681","","html-button-response","38","582382","0.0-2.0-0.6","","<p>Scegli il premio:</p>","0","5000","1","10000","120","false"
"1166","","html-button-response","39","583549","0.0-2.0-1.6","","<p>Scegli il premio:</p>","0","2500","1","10000","120","false"
"4758.899999976158","","html-button-response","40","588309","0.0-2.0-2.6","","<p>Scegli il premio:</p>","0","1250","1","10000","120","false"
"1650.7000000476837","","html-button-response","41","589961","0.0-2.0-3.6","","<p>Scegli il premio:</p>","0","625","0","10000","120","false"
"2284.5","","html-button-response","42","592246","0.0-2.0-4.6","","<p>Scegli il premio:</p>","1","938","0","10000","120","false"
"1466.3999999761581","","html-button-response","43","593713","0.0-2.0-5.6","","<p>Scegli il premio:</p>","0","1172","0","10000","120","true"
"2698.7000000476837","","html-button-response","44","596412","0.0-2.0-0.7","","<p>Scegli il premio:</p>","0","250","1","500","24","false"
"1281.2000000476837","","html-button-response","45","597694","0.0-2.0-1.7","","<p>Scegli il premio:</p>","1","125","1","500","24","false"
"1096.5","","html-button-response","46","598791","0.0-2.0-2.7","","<p>Scegli il premio:</p>","0","63","1","500","24","false"
"1708.6000000238419","","html-button-response","47","600501","0.0-2.0-3.7","","<p>Scegli il premio:</p>","0","32","0","500","24","false"
"1981","","html-button-response","48","602482","0.0-2.0-4.7","","<p>Scegli il premio:</p>","0","48","0","500","24","false"
"583.7000000476837","","html-button-response","49","603067","0.0-2.0-5.7","","<p>Scegli il premio:</p>","1","56","1","500","24","true"
"2163.6999999284744","","html-button-response","50","605231","0.0-2.0-0.8","","<p>Scegli il premio:</p>","1","250","0","500","1","false"
"1643.7999999523163","","html-button-response","51","606876","0.0-2.0-1.8","","<p>Scegli il premio:</p>","0","375","0","500","1","false"
"934.7999999523163","","html-button-response","52","607811","0.0-2.0-2.8","","<p>Scegli il premio:</p>","1","438","0","500","1","false"
"1822.3000000715256","","html-button-response","53","609634","0.0-2.0-3.8","","<p>Scegli il premio:</p>","1","469","0","500","1","false"
"1523.1000000238419","","html-button-response","54","611158","0.0-2.0-4.8","","<p>Scegli il premio:</p>","1","485","1","500","1","false"
"947.7000000476837","","html-button-response","55","612106","0.0-2.0-5.8","","<p>Scegli il premio:</p>","1","477","1","500","1","true"
"2982.7000000476837","","html-button-response","56","615090","0.0-2.0-0.9","","<p>Scegli il premio:</p>","1","250","1","500","12","false"
