"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","success","stimulus","button_pressed","adj_rew","choice","del_rew","del_m","last_ask"
"13060","{""Nome"":""CONTROL_TS"",""Cognome"":""10B_POST""}","survey-text","0","13065","0.0-0.0","","","","","","","",""
"","","fullscreen","1","18217","0.0-1.0","true","","","","","","",""
"2299.9000000059605","","html-button-response","2","20519","0.0-2.0-0.0","","<p>Scegli il premio:</p>","1","250","1","500","60","false"
"1907.800000011921","","html-button-response","3","22429","0.0-2.0-1.0","","<p>Scegli il premio:</p>","1","125","0","500","60","false"
"875.5999999940395","","html-button-response","4","23307","0.0-2.0-2.0","","<p>Scegli il premio:</p>","1","188","0","500","60","false"
"2195.199999988079","","html-button-response","5","25504","0.0-2.0-3.0","","<p>Scegli il premio:</p>","1","219","1","500","60","false"
"1022.6999999880791","","html-button-response","6","26530","0.0-2.0-4.0","","<p>Scegli il premio:</p>","0","204","0","500","60","false"
"1833.5999999940395","","html-button-response","7","28366","0.0-2.0-5.0","","<p>Scegli il premio:</p>","1","212","1","500","60","true"
"1618.3999999761581","","html-button-response","8","29986","0.0-2.0-0.1","","<p>Scegli il premio:</p>","0","250","0","500","1","false"
"580.0999999940395","","html-button-response","9","30568","0.0-2.0-1.1","","<p>Scegli il premio:</p>","0","375","0","500","1","false"
"2077.5999999940395","","html-button-response","10","32648","0.0-2.0-2.1","","<p>Scegli il premio:</p>","0","438","1","500","1","false"
"1387.4000000059605","","html-button-response","11","34038","0.0-2.0-3.1","","<p>Scegli il premio:</p>","1","407","0","500","1","false"
"2161","","html-button-response","12","36201","0.0-2.0-4.1","","<p>Scegli il premio:</p>","1","423","1","500","1","false"
"1939","","html-button-response","13","38142","0.0-2.0-5.1","","<p>Scegli il premio:</p>","1","415","1","500","1","true"
"2721.4000000059605","","html-button-response","14","40866","0.0-2.0-0.2","","<p>Scegli il premio:</p>","1","250","0","500","6","false"
"1837.699999988079","","html-button-response","15","42706","0.0-2.0-1.2","","<p>Scegli il premio:</p>","0","375","1","500","6","false"
"1549.4000000059605","","html-button-response","16","44259","0.0-2.0-2.2","","<p>Scegli il premio:</p>","1","313","1","500","6","false"
"1275.5","","html-button-response","17","45537","0.0-2.0-3.2","","<p>Scegli il premio:</p>","1","282","1","500","6","false"
"762.4000000059605","","html-button-response","18","46302","0.0-2.0-4.2","","<p>Scegli il premio:</p>","1","266","1","500","6","false"
"742","","html-button-response","19","47046","0.0-2.0-5.2","","<p>Scegli il premio:</p>","1","258","1","500","6","true"
"1993.699999988079","","html-button-response","20","49042","0.0-2.0-0.3","","<p>Scegli il premio:</p>","0","5000","0","10000","6","false"
"1360.699999988079","","html-button-response","21","50405","0.0-2.0-1.3","","<p>Scegli il premio:</p>","0","7500","0","10000","6","false"
"1696.699999988079","","html-button-response","22","52104","0.0-2.0-2.3","","<p>Scegli il premio:</p>","1","8750","1","10000","6","false"
"1902.6000000238419","","html-button-response","23","54009","0.0-2.0-3.3","","<p>Scegli il premio:</p>","0","8125","1","10000","6","false"
